id_interaction,id_lead,type_action,timestamp,canal_interaction,duree_secondes,page_url,note_qualite
INT_00000262,LEAD_0016099,"",2024-06-09 03:32:37.449,"mail","N/A","https://www.monsite.fr/produits/","2.4"
INT_00000263,LEAD_0006049,"purchase",2025-03-18T16:42:43.854Z,"chat","3 min","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00000264,LEAD_0018706,"vue",14/12/2024,"live_chat","86","HTTP://www.monsite.fr/blog","1"
INT_00000265,LEAD_0026976,"vue",1689158863019,"Sms","396","https://www.monsite.fr/PRODUITS","3"
INT_00000266,LEAD_0002730,"clic",2026-01-17T05:54:32.802Z,"sms","N/A","HTTP://www.monsite.fr/blog","1"
INT_00000267,LEAD_0024469,"",1730722047179,"Chat","","","1"
INT_00000268,LEAD_0013076,"vue",24/02/2026,"MOBILE","194.76","/accueil","1"
INT_00000269,LEAD_0007378,"purchase",1696892317,"Push","538","https://www.monsite.fr/accueil","4.0"
INT_00000270,LEAD_0013856,"view",1718524726," web ","84","https://www.monsite.fr/PRODUITS","1.7"
INT_00000271,LEAD_0027609,"vue",2024-01-20T19:12:48.158Z,"MOBILE","8 min","","mauvais"
INT_00000272,LEAD_0004689,"vue",28/02/2026,"Sms","300s","","3"
INT_00000273,LEAD_0028216,"Achat",1691283586,"WEB","497s","","7"
INT_00000274,LEAD_0000379,"achat",13/05/2024,"mobile","408","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00000275,LEAD_0001684,"view",2023-12-19T03:42:00.879Z,"web","537","https://www.MonSite.fr/contact","5"
INT_00000276,LEAD_ORPHAN_97162,"clic",2024-12-31 12:20:26.310,"Push","0"," https://www.monsite.fr/accueil ","4"
INT_00000277,LEAD_0028481,"clic",16/01/2024,"Mobile","","https://www.monsite.fr/produits","3.2"
INT_00000278,LEAD_0014550,"clic",1753104803,"Mobile","","https://www.monsite.fr/accueil",""
INT_00000279,LEAD_0004383,"view",2023-03-16 17:32:26.511,"email","7 min","","5"
INT_00000280,LEAD_0016778,"click",1688331086,"mail","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","-3"
INT_00000281,LEAD_0017568,"",2024-10-02T15:10:04.642Z,"","","https://www.monsite.fr/PRODUITS","1"
INT_00000282,LEAD_0026376,"purchase",1708796605,"APP","2 min","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00000283,LEAD_0003727,"Achat",1691889212830,"","250","https://www.monsite.fr/PRODUITS","1"
INT_00000284,LEAD_0009585,"vue",2025-01-01T04:29:43.564Z,"APP","1 min","https://www.monsite.fr/produits/",""
INT_00000285,LEAD_0001672,"clic",2024-05-16T10:45:21.077Z,"CHAT","310.66","/accueil","2"
INT_00000286,LEAD_0027363,"vue",1717683139,"","7 min","https://www.MonSite.fr/contact","5"
INT_00000287,LEAD_0029272,"achat",1721965456,"PUSH","2060","monsite.fr/landing","1"
INT_00000288,LEAD_0001316,"VUE",1678757248020,"Email","N/A","/accueil","3"
INT_00000289,LEAD_0005875,"clic",1752491532,"Chat","393.63","",""
INT_00000290,LEAD_0019126,"clic",2023-06-02T02:58:46.809Z,"Email","288","https://www.monsite.fr/produits/","3"
INT_00000291,LEAD_0021239,"CLIC",07/05/2025,"Web","","","3"
INT_00000292,LEAD_0015904,"clic",1683416390,"sms","401.88","","9"
INT_00000293,LEAD_0017998,"vue",13/02/2025,"PUSH","454","/accueil","4"
INT_00000294,LEAD_0022176,"achat",1692177023,"Push","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3/5"
INT_00000295,LEAD_0015642,"Achat",2024-12-14 03:40:28.661,"","N/A","/accueil","4"
INT_00000296,LEAD_0002238,"clic",1731418744,"email","0","https://www.monsite.fr/PRODUITS","0"
INT_00000297,LEAD_0005746,"vue",," mobile ","9532","https://www.monsite.fr/accueil","1.6"
INT_00000298,LEAD_0011765,"purchase",2023-04-11 07:35:06.973,"Sms","324","https://www.monsite.fr/produits/","2"
INT_00000278,LEAD_0005412,"Achat",2025-09-15T13:27:36.857Z,"web","N/A","monsite.fr/landing","6"
INT_00000299,LEAD_0021126,"achat",29/03/2025,"","546","HTTP://www.monsite.fr/blog",""
INT_00000300,LEAD_0006957,"clic",1696928252,"WEB","390","","mauvais"
INT_00000301,LEAD_0019071,"click",2023-05-12 10:10:07.914,"Mail","","monsite.fr/landing","-1"
INT_00000302,LEAD_0017849,"",407189,"","59"," https://www.monsite.fr/accueil ","6"
INT_00000303,LEAD_0013214,"purchase",2023-05-31 02:53:27.091,"","67","https://www.MonSite.fr/contact","10"
INT_00000304,LEAD_0020379,"clic",,"mail","434","/accueil","5"
INT_00000305,LEAD_0007115,"",2025-01-30 15:15:10.352,"SMS","10 min","https://www.monsite.fr/produits",""
INT_00000306,LEAD_0025695,"vue",823924,"mobile","326","https://www.monsite.fr/produits/","mauvais"
INT_00000307,LEAD_0014579,"achat",1719226528,"Push","448","https://www.monsite.fr/produits","-1"
INT_00000308,LEAD_0014624,"",1695467230,"mobile","253","https://www.monsite.fr/PRODUITS","0"
INT_00000309,LEAD_0001054,"achat",1705777102,"push_notification","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00000310,LEAD_0020450,"clic",2024-11-24T16:40:44.521Z,"CHAT","327","https://www.monsite.fr/PRODUITS","1"
INT_00000311,LEAD_0024063,"Achat",1757105988,"push","","monsite.fr/landing","N/A"
INT_00000312,LEAD_0012526,"vue",,"WEB","346","https://www.monsite.fr/PRODUITS",""
INT_00000313,LEAD_0000668,"view",2025-10-19T02:37:31.979Z,"N/A","6285","",""
INT_00000314,LEAD_0026743,"vue",1721833716,"MOBILE","-282","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00000315,LEAD_0024111,"vue",239290,"N/A","449","www.monsite.fr/promo","3"
INT_00000144,LEAD_0002450,"CLIC",2023-08-01T13:19:07.521Z,"push_notification","300","https://www.MonSite.fr/contact","5"
INT_00000316,LEAD_0021549,"clic",1702689143483,"Chat","","https://www.monsite.fr/accueil","3"
INT_00000317,LEAD_0018701,"clic",2023-10-30 09:28:43.313,"web","","www.monsite.fr/promo","5/5"
INT_00000318,LEAD_0006243,"clic",1736391697,"push_notification","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3"
INT_00000288,LEAD_0021041,"clic",1700546345813,"mail","361.71","monsite.fr/landing",""
INT_00000319,LEAD_0006905,"vue",2024-12-22T07:51:29.970Z,"mobile","185","monsite.fr/landing","0"
INT_00000320,LEAD_0019347,"purchase",1731541792,"push","0","","10"
INT_00000321,LEAD_0009447,"",2024-05-18T08:17:34.535Z,"Mobile","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00000322,LEAD_0000445,"purchase",1738660149,"push_notification","","HTTP://www.monsite.fr/blog","5"
INT_00000323,LEAD_0022628,"Achat",1721029449," mobile ","62","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00000324,LEAD_0003112,"clic",2024-11-14T09:38:31.573Z,"live_chat","","https://www.monsite.fr/produits","4"
INT_00000325,LEAD_0014605,"VUE",1713549899,"CHAT","","/accueil",""
INT_00000005,LEAD_0000966,"click",1725402842859,"push","-35","https://www.monsite.fr/produits","3"
INT_00000326,LEAD_0019586,"",2024-11-04T23:51:59.298Z,"push","572","","3"
INT_00000327,LEAD_0014750,"click",1727996451,"Chat","3627"," https://www.monsite.fr/accueil ","4"
INT_00000328,LEAD_0004221,"",1756373385976," mobile ","26","www.monsite.fr/promo","0"
INT_00000329,LEAD_0014431,"",1699982371,"web","","","1"
INT_00000330,LEAD_0029642,"",1717538143,"Web","158","https://www.MonSite.fr/contact","1"
INT_00000331,LEAD_ORPHAN_94861,"vue",1690603542,"WEB","317","https://www.MonSite.fr/contact","0"
INT_00000332,LEAD_0010446,"vue",2026-02-02 10:56:00.588,"Sms","597","www.monsite.fr/promo","3"
INT_00000333,LEAD_0001443,"click",1751555059464,"Live Chat","348","https://www.monsite.fr/produits","-5"
INT_00000334,LEAD_0011964,"vue",1756657414," mobile ","559","https://www.monsite.fr/PRODUITS","3"
INT_00000335,LEAD_0023041,"clic",01/03/2025,"Mail","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","-1"
INT_00000336,LEAD_0024331,"vue",1770952431,"push","","/accueil","3/5"
INT_00000337,LEAD_0017045,"achat",2024-09-26 21:27:48.020," web ","237","monsite.fr/landing","2/5"
INT_00000338,LEAD_0001775,"vue",2023-04-07 07:03:54.916,"Chat","402","https://www.monsite.fr/PRODUITS",""
INT_00000339,LEAD_0015565,"achat",1696825256,"live_chat","273","/accueil","4.2"
INT_00000340,LEAD_0000696,"VUE",1760563774,"Push","2 min","www.monsite.fr/promo","4"
INT_00000341,LEAD_0000335,"achat",438737,"","","https://www.monsite.fr/produits","N/A"
INT_00000342,LEAD_0027784,"Achat",1766134498,"sms","456","https://www.monsite.fr/produits/","4"
INT_00000343,LEAD_0026635,"view",2023-05-28 04:34:57.110,"CHAT","28.23","","5"
INT_00000344,LEAD_0015472,"vue",2025-03-27T14:56:27.684Z,"APP","245","www.monsite.fr/promo","2"
INT_00000337,LEAD_0027874,"",2023-11-26T03:15:27.960Z,"Push","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00000345,LEAD_0014753,"vue",08/06/2025,"Live Chat","505","https://www.monsite.fr/PRODUITS","4.0"
INT_00000346,LEAD_0018891,"vue",2025-06-18T00:54:54.908Z,"","N/A","https://www.monsite.fr/produits","2"
INT_00000347,LEAD_0017302,"Achat",1687114106203,"SMS","","www.monsite.fr/promo","1"
INT_00000348,LEAD_0000987,"clic",2024-02-24T18:39:02.921Z,"push_notification","472","https://www.monsite.fr/produits/","4"
INT_00000349,LEAD_0025402,"CLIC",1760148730,"","2663","https://www.MonSite.fr/contact","5"
INT_00000350,LEAD_0010047,"vue",1735004181,"push_notification","9 min","HTTP://www.monsite.fr/blog","4"
INT_00000351,LEAD_0029592,"clic",1770564518115,"Web","N/A","https://www.MonSite.fr/contact",""
INT_00000352,LEAD_0007668,"CLIC",1684628973,"MOBILE","520","","-3"
INT_00000353,LEAD_0020413,"click",2024-10-18T01:45:05.452Z,"APP","495","https://www.monsite.fr/PRODUITS","2"
INT_00000354,LEAD_0016310,"",2023-10-22 22:11:45.142,"email","33","","4.8"
INT_00000355,LEAD_0027625,"achat",07/11/2024,"Mobile","27","","5"
INT_00000356,LEAD_0026782,"clic",2024-09-15T18:03:17.989Z,"N/A","","/accueil",""
INT_00000357,LEAD_0001263,"clic",1733686519,"EMAIL","3 min","https://www.monsite.fr/PRODUITS","4"
INT_00000358,LEAD_0004658,"clic",2024-11-19 12:15:48.359,"N/A","523","https://www.monsite.fr/produits","bon"
INT_00000359,LEAD_0021369,"view",1745054899911,"","360.53","https://www.monsite.fr/accueil","8"
INT_00000360,LEAD_0008957,"vue",2024-10-20T16:29:54.774Z,"Live Chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","0"
INT_00000361,LEAD_0009257,"view",1757461336142,"Mobile","39","https://www.monsite.fr/PRODUITS","6"
INT_00000362,LEAD_0013805,"",1708984638,"","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00000363,LEAD_0026762,"clic",1720607234,"PUSH","227s","HTTP://www.monsite.fr/blog","3"
INT_00000364,LEAD_ORPHAN_91887,"achat",2024-11-07 15:24:22.479,"","324","https://www.MonSite.fr/contact",""
INT_00000365,LEAD_0017951,"clic",1711569896788," mobile ","513","HTTP://www.monsite.fr/blog","6"
INT_00000366,LEAD_0029509,"vue",1750503484,"app","397","HTTP://www.monsite.fr/blog","4.0"
INT_00000367,LEAD_0026719,"vue",1758241096,"CHAT","411","","-4"
INT_00000368,LEAD_0015520,"view",2024-07-06T00:04:52.313Z,"live_chat","4 min","","2"
INT_00000369,LEAD_0022829,"clic",1720678277," mobile ","481","https://www.monsite.fr/PRODUITS","N/A"
INT_00000370,LEAD_0004699,"clic",1693477151949,"sms","242.82","HTTP://www.monsite.fr/blog","1"
INT_00000371,LEAD_0028231,"achat",2023-08-09 15:09:08.956,"","336","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00000372,LEAD_0021216,"Achat",14/06/2023,"push","N/A"," https://www.monsite.fr/accueil ","2.3"
INT_00000373,LEAD_0016322,"view",1735833454578,"Mail","N/A","https://www.monsite.fr/produits/",""
INT_00000374,LEAD_0015356,"vue",,"sms","-141","https://www.monsite.fr/PRODUITS","5"
INT_00000375,LEAD_0020514,"click",05/02/2026,"PUSH","71","https://www.MonSite.fr/contact",""
INT_00000376,LEAD_0016713,"clic",02/02/2025,"email","N/A"," https://www.monsite.fr/accueil ","N/A"
INT_00000377,LEAD_0011615,"vue",1687120184,"chat","28s","https://www.monsite.fr/PRODUITS","5"
INT_00000378,LEAD_0002801,"click",422280," web ","","https://www.monsite.fr/produits/","3.3"
INT_00000379,LEAD_0025886,"vue",1681684932,"chat","0","www.monsite.fr/promo","4"
INT_00000380,LEAD_0008066,"clic",1758446180,"","335","","5/5"
INT_00000381,LEAD_0028259,"clic",2025-06-17T12:47:16.740Z,"Push","385","https://www.monsite.fr/produits",""
INT_00000382,LEAD_0005288,"vue",2024-01-05T14:04:40.225Z,"chat","N/A","https://www.monsite.fr/PRODUITS",""
INT_00000383,LEAD_0013310,"vue",1726839543071,"Sms","599","https://www.monsite.fr/produits","1.6"
INT_00000384,LEAD_0013346,"vue",1717140857574,"live_chat","446","https://www.monsite.fr/produits","4"
INT_00000385,LEAD_0027471,"purchase",," mobile ","306.52","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00000386,LEAD_ORPHAN_92550,"vue",1766689453,"WEB","","https://www.monsite.fr/produits","7"
INT_00000387,LEAD_0017804,"clic",,"CHAT","327s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00000388,LEAD_0019224,"click",1686360848355,"MOBILE","2013","","5"
INT_00000389,LEAD_0006135,"achat",2023-08-20T21:28:35.230Z,"","355.04","www.monsite.fr/promo","1"
INT_00000390,LEAD_0001493,"vue",1717920864,"App","0","www.monsite.fr/promo",""
INT_00000391,LEAD_0007068,"clic",1685631864,"Mail","","","4"
INT_00000392,LEAD_0029171,"clic",733078,"PUSH","103","https://www.MonSite.fr/contact","5"
INT_00000393,LEAD_0019600,"clic",1725465821,"mail","264","HTTP://www.monsite.fr/blog","2"
INT_00000394,LEAD_0029982,"vue",25/06/2025,"","62","HTTP://www.monsite.fr/blog","3"
INT_00000395,LEAD_0014009,"vue",2026-03-05 18:53:29.879,"live_chat","855","HTTP://www.monsite.fr/blog","5"
INT_00000396,LEAD_0022645,"purchase",,"mobile","5 min","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","moyen"
INT_00000397,LEAD_0002764,"clic",15/10/2025,"MOBILE","407","",""
INT_00000398,LEAD_0000223,"CLIC",2023-04-28T07:31:52.149Z,"Mail","299.59","","5"
INT_00000399,LEAD_0012875,"purchase",2025-02-25T23:47:57.675Z,"Chat","7646","/accueil","mauvais"
INT_00000400,LEAD_0019175,"clic",2024-03-14 06:20:28.307,"Mobile","452","https://www.monsite.fr/accueil","0"
INT_00000401,LEAD_0010227,"click",1732314181329,"Mail","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00000402,LEAD_0003089,"clic",2024-03-13T12:41:32.880Z,"MOBILE","8340","","-3"
INT_00000403,LEAD_0021087,"vue",27/05/2025,"","347s","https://www.MonSite.fr/contact","1"
INT_00000404,LEAD_0021549,"",1729250509086,"CHAT","","www.monsite.fr/promo","0"
INT_00000405,LEAD_0019898,"",2024-07-11T14:53:56.052Z,"sms","","https://www.monsite.fr/produits/","3.1"
INT_00000406,LEAD_0026790,"view",2024-03-30T18:01:50.596Z,"Live Chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00000407,LEAD_0025480,"achat",1712269290,"SMS","N/A","","3"
INT_00000408,LEAD_0028458,"purchase",1771226789466,"","34"," https://www.monsite.fr/accueil ","7"
INT_00000409,LEAD_0022156,"Achat",185782,"Chat","5","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","0"
INT_00000410,LEAD_0012287,"achat",1757434431,"mobile","10 min","monsite.fr/landing","5"
INT_00000411,LEAD_0027211,"",1759986294,"Mobile","N/A","",""
INT_00000412,LEAD_0013020,"vue",27/05/2024,"mobile","557","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00000413,LEAD_0012116,"view",1685838294,"push_notification","","https://www.monsite.fr/accueil","4"
INT_00000414,LEAD_0017559,"Achat",1738541459842,"Sms","17s","https://www.monsite.fr/accueil","5"
INT_00000415,LEAD_0016699,"view",1755231286,"N/A","-250","https://www.MonSite.fr/contact","N/A"
INT_00000416,LEAD_0017026,"",2023-11-06 21:04:56.428,"app","","https://www.MonSite.fr/contact",""
INT_00000417,LEAD_0023650,"clic",1692001761,"mail","N/A","https://www.monsite.fr/accueil","5"
INT_00000418,LEAD_0013915,"Achat",2025-04-02T17:19:35.638Z,"SMS","444s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","-1"
INT_00000166,LEAD_0029751,"VUE",2025-11-30 01:31:18.046,"live_chat","224","/accueil","1"
INT_00000419,LEAD_0003069,"achat",2024-11-16T13:15:45.236Z,"EMAIL","544","","4"
INT_00000420,LEAD_0002533,"click",1723295103957,"APP","136","https://www.MonSite.fr/contact","2"
INT_00000421,LEAD_0016477,"vue",14/05/2023,"Mail","","www.monsite.fr/promo",""
INT_00000422,LEAD_0012100,"",2023-09-01T00:31:19.626Z,"web","N/A","https://www.monsite.fr/PRODUITS","4"
INT_00000423,LEAD_0001132,"purchase",1769165496,"EMAIL","271s","https://www.monsite.fr/produits","0"
INT_00000424,LEAD_0013666,"clic",1757715863,"Mail","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00000425,LEAD_0003262,"view",,"chat","0","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00000019,LEAD_0014674,"clic",2025-01-10 17:24:52.479,"web","46","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","5"
INT_00000426,LEAD_0010157,"clic",2024-12-17 17:05:52.163,"Push","213","","-1"
INT_00000427,LEAD_0013437,"Achat",,"CHAT","","https://www.monsite.fr/produits/","3.0"
INT_00000428,LEAD_0019634,"achat",1749200281625,"Sms","151","www.monsite.fr/promo","N/A"
INT_00000429,LEAD_0006784,"clic",03/05/2023," web ","383s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1"
INT_00000430,LEAD_0003684,"VUE",1710126620,"push","","",""
INT_00000431,LEAD_0000075,"purchase",1721557070659,"push","515","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3.6"
INT_00000432,LEAD_0025395,"vue",2025-12-12T23:47:09.748Z,"CHAT","20","https://www.monsite.fr/PRODUITS","4.6"
INT_00000433,LEAD_0004362,"",1759900514,"MOBILE","392","https://www.monsite.fr/accueil","5"
INT_00000434,LEAD_0015734,"clic",1704224155,"PUSH","586","https://www.monsite.fr/produits","4"
INT_00000435,LEAD_0008002,"click",2024-04-03 08:28:42.526,"app","3247"," https://www.monsite.fr/accueil ","2"
INT_00000436,LEAD_0010184,"",2025-06-12T03:18:45.175Z,"SMS","26","","1/5"
INT_00000437,LEAD_0015827,"CLIC",2024-06-08T06:41:56.782Z,"","494","https://www.monsite.fr/produits/","mauvais"
INT_00000438,LEAD_0015793,"",1713048037,"","250","https://www.monsite.fr/accueil","4"
INT_00000439,LEAD_0016952,"CLIC",2024-07-30T10:43:04.975Z,"mail","466","monsite.fr/landing",""
INT_00000440,LEAD_0014122,"vue",2023-11-04T00:51:30.148Z,"CHAT","7815","https://www.monsite.fr/accueil",""
INT_00000441,LEAD_0011744,"purchase",1771594123862," web ","7 min","https://www.monsite.fr/PRODUITS","3"
INT_00000442,LEAD_0023704,"clic",2025-02-01 15:06:00.786,"Mail","183","","5"
INT_00000443,LEAD_0008371,"",1746481093,"sms","472","/accueil","0"
INT_00000444,LEAD_0026231,"achat",2025-10-15T05:42:14.697Z,"","418s","monsite.fr/landing","1"
INT_00000445,LEAD_0000904,"Achat",1757388593,"Push","","https://www.monsite.fr/accueil","1"
INT_00000446,LEAD_0022182,"vue",1701018170," mobile ","1 min","https://www.monsite.fr/produits","-2"
INT_00000447,LEAD_0002553,"clic",2025-06-21T10:20:43.802Z,"App","284.63","","8"
INT_00000448,LEAD_0021818,"clic",1754291272,"PUSH","3 min","www.monsite.fr/promo","4"
INT_00000449,LEAD_0023415,"vue",11/05/2025,"app","","https://www.monsite.fr/PRODUITS","4"
INT_00000450,LEAD_0022055,"vue",,"WEB","","",""
INT_00000451,LEAD_0003607,"view",1724204233719,"APP","249","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","-2"
INT_00000452,LEAD_0021535,"click",2024-11-12T02:27:36.653Z,"EMAIL","560.78","HTTP://www.monsite.fr/blog",""
INT_00000453,LEAD_0008827,"achat",1741582207,"email","5677","/accueil","7"
INT_00000454,LEAD_0011588,"",1717001128421,"Email","583.78","https://www.monsite.fr/produits/","4.2"
INT_00000455,LEAD_0025164,"vue",2026-01-23T14:41:10.480Z,"Sms","","","-5"
INT_00000456,LEAD_0000834,"clic",1746907615824,"Live Chat","4813","www.monsite.fr/promo","2.2"
INT_00000457,LEAD_0029636,"",1709540961,"WEB","5 min","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1.3"
INT_00000458,LEAD_0003520,"view",1686222722,"chat","0","https://www.monsite.fr/PRODUITS","2"
INT_00000459,LEAD_0019288,"Achat",1728381163641,"","424","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00000460,LEAD_0015104,"",1702032667,"SMS","380.98","HTTP://www.monsite.fr/blog",""
INT_00000461,LEAD_0007647,"vue",1715281791,"sms","","www.monsite.fr/promo","10"
INT_00000462,LEAD_0014897,"CLIC",1742616817,"EMAIL","350.96","https://www.monsite.fr/accueil","2"
INT_00000463,LEAD_0023240,"vue",12/07/2025,"push","161","/accueil","-2"
INT_00000464,LEAD_0022362,"",1748951176," web ","","","2"
INT_00000465,LEAD_0024472,"clic",2024-12-26T00:41:06.279Z,"WEB","65","monsite.fr/landing","1.5"
INT_00000466,LEAD_0024825,"vue",2024-07-06 16:19:02.254,"MOBILE","296","https://www.MonSite.fr/contact","4"
INT_00000467,LEAD_0018652,"purchase",1755475482,"Web","201.50","https://www.monsite.fr/accueil","2"
